2000-01-01 00:00:00,b1c0,1.0706892
2000-01-01 00:00:00,b1c1,1.0753012
2000-01-01 00:00:00,b1c11,1.0537786
2000-01-01 00:00:00,b1c14,1.0709661
2000-01-01 00:00:00,b1c15,1.0611236
2000-01-01 00:00:00,b1c16,1.0811664
2000-01-01 00:00:00,b1c17,1.072052
2000-01-01 00:00:00,b1c18,1.0661705
2000-01-01 00:00:00,b1c19,1.0851147
2000-01-01 00:00:00,b1c2,1.0799223
2000-01-01 00:00:00,b1c20,1.07263
2000-01-01 00:00:00,b1c21,1.0824388
2000-01-01 00:00:00,b1c23,1.0792934
2000-01-01 00:00:00,b1c24,1.0745355
2000-01-01 00:00:00,b1c25,1.0752345
2000-01-01 00:00:00,b1c26,1.0876514
2000-01-01 00:00:00,b1c27,1.0790461
2000-01-01 00:00:00,b1c28,1.0777475
2000-01-01 00:00:00,b1c29,1.0794537
2000-01-01 00:00:00,b1c3,1.0797229
2000-01-01 00:00:00,b1c30,1.0798637
2000-01-01 00:00:00,b1c31,1.0946392
2000-01-01 00:00:00,b1c32,1.0778366
2000-01-01 00:00:00,b1c33,1.0924908
2000-01-01 00:00:00,b1c34,1.0766174
2000-01-01 00:00:00,b1c35,1.0707464
2000-01-01 00:00:00,b1c36,1.0778315
2000-01-01 00:00:00,b1c37,1.0748194
2000-01-01 00:00:00,b1c38,1.0729513
2000-01-01 00:00:00,b1c39,1.0817773
2000-01-01 00:00:00,b1c4,1.0784167
2000-01-01 00:00:00,b1c40,1.0833029
2000-01-01 00:00:00,b1c41,1.0789614
2000-01-01 00:00:00,b1c42,1.0798725
2000-01-01 00:00:00,b1c43,1.0682389
2000-01-01 00:00:00,b1c44,1.0847682
2000-01-01 00:00:00,b1c45,1.0839558
2000-01-01 00:00:00,b1c5,1.0761266
2000-01-01 00:00:00,b1c6,1.0758358
2000-01-01 00:00:00,b1c7,1.0938644
2000-01-01 00:00:00,b1c9,1.0829742
2000-01-01 00:00:00,b2c0,1.070054
2000-01-01 00:00:00,b2c1,1.0720705
2000-01-01 00:00:00,b2c10,1.0690521
